Longitude,Latitude,Timestamp
6.949106155146413,50.33893752957626,2024-12-13 14:48:08
6.94871661819038,50.338890763532646,2024-12-13 14:48:06
6.948806356483274,50.33890384496991,2024-12-13 14:47:57
6.948720047024613,50.33911055196525,2024-12-13 14:47:48
6.948558775190885,50.33946684341877,2024-12-13 14:47:55
6.9482590992466395,50.33940363227228,2024-12-13 14:47:56
6.948318598577135,50.33910996029341,2024-12-13 14:47:56
6.94798675448976,50.339296750533634,2024-12-13 14:48:00
6.9479740284748255,50.33900730807778,2024-12-13 14:48:07
6.947569256224684,50.338965204715265,2024-12-13 14:48:14
6.947449962161257,50.33872378469656,2024-12-13 14:48:18
6.947250605523533,50.338557487713295,2024-12-13 14:48:28
6.947285708585336,50.33820156101715,2024-12-13 14:48:36
6.947033858739298,50.33817300728911,2024-12-13 14:48:44
6.946896554808473,50.33822875342365,2024-12-13 14:48:36
6.946805309460535,50.338070996556745,2024-12-13 14:48:35
6.946745351599916,50.33793881910954,2024-12-13 14:48:32
6.9462473404902525,50.33772424216143,2024-12-13 14:48:30
6.94559951992427,50.33750225598197,2024-12-13 14:48:39
6.945245025127464,50.33735786454266,2024-12-13 14:48:45
6.944966594466427,50.337524609133396,2024-12-13 14:48:47
6.94455809651496,50.33718079600622,2024-12-13 14:48:55
6.94440304679495,50.337446431762274,2024-12-13 14:48:53
6.944148650654381,50.33725766391165,2024-12-13 14:48:58
6.943861766228089,50.33733422836023,2024-12-13 14:49:04
6.943504662898523,50.337462260708655,2024-12-13 14:49:07
6.9426706481157385,50.33769901326703,2024-12-13 14:48:58
6.942471635771172,50.33794437707262,2024-12-13 14:49:01
6.942304132081929,50.33804845222487,2024-12-13 14:49:00
6.942068490657554,50.33801211931186,2024-12-13 14:49:02
6.941481686450835,50.33818439353696,2024-12-13 14:49:02
6.939968526086754,50.338179886053936,2024-12-13 14:49:01
6.940019219709458,50.33794382732786,2024-12-13 14:48:53
6.939923543081935,50.33816535840025,2024-12-13 14:49:03
6.939571043040175,50.337961036282415,2024-12-13 14:48:58
6.939529217677289,50.337937791095136,2024-12-13 14:48:59
6.9392221958892115,50.338002895272055,2024-12-13 14:49:03
6.939002675898184,50.33782602628658,2024-12-13 14:48:54
6.938598794948175,50.33811406645975,2024-12-13 14:48:46
6.938480790139161,50.33795043971257,2024-12-13 14:48:42
6.938234770150691,50.33832050156792,2024-12-13 14:48:48
6.9378198732713345,50.338316099741384,2024-12-13 14:48:53
6.937924726346169,50.33832595944856,2024-12-13 14:48:54
6.937622778553203,50.33853523453489,2024-12-13 14:48:59
6.937744017557966,50.33903338107675,2024-12-13 14:49:06
6.937342165713885,50.33909203763249,2024-12-13 14:49:07
6.937180754668674,50.33905452078209,2024-12-13 14:49:00
6.9368372950524,50.33923641704176,2024-12-13 14:49:00
6.936564913052029,50.339531930732875,2024-12-13 14:49:07
6.936521122471137,50.339521789634425,2024-12-13 14:49:03
6.9363231514097645,50.33954465896249,2024-12-13 14:49:09
6.936479120362057,50.33972314277015,2024-12-13 14:49:06
6.936324401257195,50.33978651893384,2024-12-13 14:49:15
6.936135507132962,50.3401052253328,2024-12-13 14:49:06
6.935910569551185,50.34012304019118,2024-12-13 14:49:12
6.934194840581278,50.34011373398519,2024-12-13 14:49:18
6.934089539489996,50.34039913364444,2024-12-13 14:49:24
6.93391966683797,50.340433988925504,2024-12-13 14:49:16
6.933495540574303,50.34049682898562,2024-12-13 14:49:12
6.933655598863909,50.340436058668715,2024-12-13 14:49:11
6.933474111658007,50.340553618060106,2024-12-13 14:49:17
6.9334590233717,50.34086648056833,2024-12-13 14:49:25
6.933294013818602,50.34118212790829,2024-12-13 14:49:16
6.933325935845316,50.34134222209339,2024-12-13 14:49:24
6.933165003617371,50.34108831278522,2024-12-13 14:49:16
6.93304659507519,50.34143284056436,2024-12-13 14:49:20
6.932207232003956,50.34193017645588,2024-12-13 14:49:17
6.930648532859335,50.34233657657041,2024-12-13 14:49:26
6.9297931512509665,50.34274310349895,2024-12-13 14:49:32
6.9293474228037395,50.34279518336132,2024-12-13 14:49:33
6.929268903106362,50.34295003530064,2024-12-13 14:49:40
6.928817684768552,50.343142863394725,2024-12-13 14:49:35
6.928182531915207,50.34378331543691,2024-12-13 14:49:40
6.927304528388653,50.344364950539436,2024-12-13 14:49:45
6.926766643863059,50.344884211174765,2024-12-13 14:49:38
6.926415695726728,50.345235690493645,2024-12-13 14:49:43
6.926309024766733,50.34533686984866,2024-12-13 14:49:35
6.925967374542399,50.345417792332995,2024-12-13 14:49:43
6.925959457526952,50.34588337498212,2024-12-13 14:49:41
6.925800268046227,50.34616272001728,2024-12-13 14:49:38
6.9258350151368875,50.34652488037562,2024-12-13 14:49:40
6.925848940808056,50.34672538752677,2024-12-13 14:49:35
6.925699045082769,50.34661932813968,2024-12-13 14:49:32
6.925959160733866,50.34700354137045,2024-12-13 14:49:25
6.92606623483328,50.347173872831156,2024-12-13 14:49:30
6.926273718311707,50.34755082139974,2024-12-13 14:49:28
6.926744264319625,50.34792906222022,2024-12-13 14:49:38
6.9267488962821115,50.347817387873356,2024-12-13 14:49:31
6.9268578566339905,50.348020696645634,2024-12-13 14:49:21
6.926671116376144,50.34852200025231,2024-12-13 14:49:28
6.927054840034745,50.34905305853465,2024-12-13 14:49:35
6.927088349367952,50.34947483706828,2024-12-13 14:49:28
